"INCIDENT NUMBER","CHARGE ID","CHARGE DATE","REPORT DATE","APPROVED DATE","ATTEMPTED OR COMMITTED","STREET ADDRESS","SUBADDRESS","CITY","STATE","ZIP CODE","DISTRICT","ZONE","SUBZONE","STATUTE TITLE","STATUTE DESCRIPTION","STATUTE CATEGORY","CRIME AGAINST","NIBRS CODE","NIBRS DESCRIPTION","CENSUS BLOCK GROUP","COUNCIL DISTRICT","CRIME PREVENTION DISTRICT","NEIGHBORHOOD","LONGITUDE","LATITUDE","GEOLOCATION"
"21-060190","4D767932-290C-4C8E-A496-CF739121BB6D","06/20/2021 12:00:00 AM","06/23/2021 04:09:32 AM","06/26/2021 02:34:40 PM","COMMITTED","900 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16930","30.45677","POINT (-91.169302 30.456772)"
"21-060857","0E7A7B96-5681-4FB2-A57C-81C84C0B58C2","06/22/2021 11:39:03 PM","06/23/2021 12:59:46 AM","06/26/2021 02:51:16 AM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:69","ILLEGAL POSSESSION OF STOLEN THINGS","THEFT","PROPERTY","280","STOLEN PROPERTY OFFENSES",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-060857","76FCC1EE-9653-4A3E-9C7D-9286B0ADD72A","06/22/2021 11:39:03 PM","06/23/2021 12:59:46 AM","06/26/2021 02:51:16 AM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-060429","312EBF7A-1801-46CA-9B2B-6CA0FFCAB5F4","06/21/2021 07:33:04 PM","06/21/2021 09:57:34 PM","06/25/2021 08:11:09 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-060348","21C83E2A-19F3-453F-BF78-BF5AEF6FF26A","06/21/2021 04:26:08 PM","06/21/2021 04:40:37 PM","06/21/2021 09:48:58 PM","COMMITTED","347 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","13:285","IMPROPER TELEPHONE COMMUNICATION/CC","NUISANCE",,,,,"10",,"DOWNTOWN EAST","-91.16785","30.44521","POINT (-91.167852 30.445208)"
"21-060273","3B38D141-2557-406C-AC2E-E9386E1F56A8","06/21/2021 12:47:08 PM","06/21/2021 12:53:56 PM","06/21/2021 03:14:50 PM","COMMITTED","1225 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17487","30.45183","POINT (-91.174865 30.451829)"
"21-059060","3B9080BE-950C-4C41-BBC2-D5F88EAF4B8B","06/17/2021 10:00:00 PM","06/21/2021 02:10:50 AM","06/21/2021 08:39:55 PM","COMMITTED","1225 NORTH BLVD",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17703","30.44783","POINT (-91.177028 30.447833)"
"21-060097","5B5F64C7-C373-43A0-81A5-E5D27EF68ACA","06/20/2021 08:00:00 PM","06/20/2021 10:26:00 PM","05/09/2023 08:01:45 AM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-060097","89CFC1B1-FE15-4E71-801F-F18077A51E77","06/20/2021 08:00:00 PM","06/20/2021 10:26:00 PM","05/09/2023 08:01:45 AM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:55","AGGRAVATED CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-060075","F9DED55F-554C-4A21-A04A-A71DA0760F05","06/20/2021 08:17:13 PM","06/20/2021 08:17:00 PM","05/09/2023 07:43:24 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-060075","72A1CC52-B3AA-4E3A-AD6C-6D87C98F3A92","06/20/2021 08:17:13 PM","06/20/2021 08:17:00 PM","05/09/2023 07:43:24 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:37.7","DOMESTIC ABUSE AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-058311","50717554-C7DF-4544-B877-A68863259B23","06/16/2021 07:17:03 AM","06/16/2021 08:13:05 AM","06/17/2021 07:48:26 AM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34.7","AGGRAVATED SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-058226","81E623CD-DA2A-41C1-AE6D-604B8D5624B4","06/15/2021 09:24:04 PM","06/15/2021 09:53:04 PM","06/17/2021 03:15:14 AM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:64","ARMED ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-057266","85601DA6-528A-446A-968A-02D3E23D658D","06/13/2021 02:38:21 PM","06/14/2021 10:09:05 PM","06/18/2021 03:10:20 PM","COMMITTED","101 S INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","5","5A","1A2","14:55","AGGRAVATED CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.18077","30.45294","POINT (-91.180774 30.452943)"
"21-057266","842D7EA6-EDEC-4B93-8A48-3595F5121573","06/13/2021 02:38:21 PM","06/14/2021 10:09:05 PM","06/18/2021 03:10:20 PM","COMMITTED","101 S INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","5","5A","1A2","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.18077","30.45294","POINT (-91.180774 30.452943)"
"21-057266","7636E941-8023-4E94-8C15-165B80492FCC","06/13/2021 02:38:21 PM","06/14/2021 10:09:05 PM","06/18/2021 03:10:20 PM","COMMITTED","101 S INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","5","5A","1A2","14:37.4","AGGRAVATED ASSAULT WITH A FIREARM","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.18077","30.45294","POINT (-91.180774 30.452943)"
"21-057405","10D1BB2B-A81A-438C-92F3-0B76CFEF9DAE","06/13/2021 08:59:04 PM","06/13/2021 11:15:00 PM","06/14/2021 07:41:23 PM","COMMITTED","1501 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17340","30.45002","POINT (-91.173402 30.450024)"
"21-057286","8FFB2297-0517-47B0-881E-6F8EE1B3659C","06/13/2021 04:15:02 PM","06/13/2021 04:35:43 PM","06/20/2021 07:09:28 PM","COMMITTED","1120 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:69.1","ILLEGAL POSSESION OF STOLEN FIREARMS","FIREARM","PROPERTY","280","STOLEN PROPERTY OFFENSES",,"10",,"DOWNTOWN EAST","-91.17674","30.44324","POINT (-91.176741 30.443235)"
"21-057181","855EDC3B-0A21-45AB-AFD3-6D519130D7D1","06/13/2021 09:05:00 AM","06/13/2021 10:04:25 AM","06/14/2021 08:43:09 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-057181","5159748F-2A89-4EFA-95D2-1B5D0286E70D","06/13/2021 09:05:00 AM","06/13/2021 10:04:25 AM","06/14/2021 08:43:09 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-057181","E2EB7A6F-B437-4932-A325-26330A756E7D","06/13/2021 09:09:02 AM","06/13/2021 10:04:25 AM","06/14/2021 08:43:09 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:106","OBSCENITY","NUISANCE","SOCIETY","370","PORNOGRAPHY/OBSCENE MATERIAL",,"10",,"DOWNTOWN EAST",,,
"21-057181","1FE3831F-9890-4C88-B6EE-1466CFA992B0","06/13/2021 09:09:02 AM","06/13/2021 10:04:25 AM","06/14/2021 08:43:09 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:103/A2","DISTURBING THE PEACE / LANGUAGE","NUISANCE","SOCIETY","90C","DISORDERLY CONDUCT",,"10",,"DOWNTOWN EAST",,,
"21-057181","2899C466-8CAB-46E9-884C-1D8270875807","06/13/2021 09:09:02 AM","06/13/2021 10:04:25 AM","06/14/2021 08:43:09 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:63.3","ENTRY ON OR REMAINING IN PLACES/LAND AFTER FORBIDDEN","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-056866","4DCF3693-BB3B-49EC-BD4A-39C65CEA9099","06/12/2021 01:44:00 PM","06/12/2021 04:13:10 PM","06/13/2021 07:28:34 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:42(A)(4)","FIRST DEGREE RAPE-VICTIM UNDER 13 YRS OF AGE","SEXUAL ASSAULT","PERSON","11A","FORCIBLE RAPE",,"10",,"DOWNTOWN EAST",,,
"21-056506","64CD3F71-FAA1-494F-BC4E-24165E20AECE","06/11/2021 02:42:45 PM","06/11/2021 02:44:38 PM","06/14/2021 10:31:04 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:43.1.1","MISDEMEANOR SEXUAL BATTERY","SEXUAL ASSAULT","PERSON","11C","SEXUAL ASSAULT WITH AN OBJECT",,"10",,"DOWNTOWN EAST",,,
"21-053447","867B08B5-EEA5-45E9-9749-16B922C7304D","06/03/2021 06:55:09 AM","06/11/2021 01:09:17 PM","06/18/2021 12:06:11 PM","COMMITTED","335 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.16786","30.44555","POINT (-91.167859 30.445553)"
"21-053447","FC47CFF1-4BD4-41EB-A876-808043976D5C","06/03/2021 06:55:09 AM","06/11/2021 01:09:17 PM","06/18/2021 12:06:11 PM","COMMITTED","335 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:65","SIMPLE ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.16786","30.44555","POINT (-91.167859 30.445553)"
"21-053447","600445AC-17B6-4E83-B5F9-1F3802FE508B","06/03/2021 06:55:09 AM","06/11/2021 01:09:17 PM","06/18/2021 12:06:11 PM","COMMITTED","335 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16786","30.44555","POINT (-91.167859 30.445553)"
"21-054849","36BC68D5-A4EF-4379-BE9E-D55881AE26AA","06/06/2021 09:00:00 PM","06/11/2021 11:28:18 AM","06/12/2021 12:14:54 PM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-055216","F6788423-2ECB-4BC3-8969-7A6FD48C17FA","06/08/2021 04:39:00 AM","06/11/2021 07:58:58 AM","06/17/2021 01:33:34 PM","COMMITTED","1820 WISTERIA ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:55","AGGRAVATED CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16967","30.44269","POINT (-91.16967 30.442693)"
"21-055216","27F7C474-51B4-4B52-868E-32C83ADDB0A7","06/08/2021 04:39:00 AM","06/11/2021 07:58:58 AM","06/17/2021 01:33:34 PM","COMMITTED","1820 WISTERIA ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:94","ILL USE OF A WEAPON","FIREARM",,,,,"10",,"DOWNTOWN EAST","-91.16967","30.44269","POINT (-91.16967 30.442693)"
"21-054592","31F804A7-14A6-4E27-B080-7EB5DCDAF408","06/04/2021 10:30:00 PM","06/11/2021 07:46:03 AM","06/12/2021 08:20:34 AM","COMMITTED","1302 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.17592","30.45056","POINT (-91.17592 30.450558)"
"21-055385","152A7474-A875-4303-985A-AB5C88BE3443","06/03/2021 04:01:51 PM","06/08/2021 09:35:08 PM","06/09/2021 03:23:27 PM","COMMITTED","1048 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17887","30.44934","POINT (-91.17887 30.449335)"
"21-054929","984C75AA-89A5-43E5-BBB7-D642983D4183","05/30/2021 09:45:00 AM","06/07/2021 01:39:12 PM","06/08/2021 01:05:22 AM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-054878","73682DA6-3DBA-47D6-A949-EA0D4888BDD0","06/07/2021 10:30:14 AM","06/07/2021 11:02:25 AM","06/10/2021 11:04:45 AM","COMMITTED","1600 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:966","POSS MARIJUANA","NARCOTICS",,,,,"10",,"DOWNTOWN EAST","-91.17272","30.44870","POINT (-91.172717 30.448704)"
"21-054689","2AB9AC5F-AAE8-4B14-B1CC-583B14CCB117","06/06/2021 06:20:00 PM","06/06/2021 08:36:52 PM","06/07/2021 11:01:01 PM","COMMITTED","N 10TH ST / FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-054530","5FCD9DE0-6577-49C2-9233-E16505665E45","06/06/2021 09:07:24 AM","06/06/2021 09:28:28 AM","06/10/2021 11:03:19 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST",,,
"21-050893","3403FB2D-5545-4E7D-B1FB-335152890277","05/27/2021 11:13:32 AM","06/05/2021 11:01:30 AM","06/06/2021 09:55:53 AM","COMMITTED","827 EAST BLVD",,"BATON ROUGE","LA","70802","5","5A","5A1","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.18000","30.44052","POINT (-91.179997 30.440523)"
"21-054160","C7BF4ABD-5503-4E3E-AC07-46551CCE026B","06/05/2021 07:42:53 AM","06/05/2021 08:15:52 AM","06/06/2021 02:45:24 AM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-053951","D32789BA-6E8B-4503-BC63-6BF22DCD4C69","06/04/2021 05:10:06 PM","06/04/2021 11:26:40 PM","06/06/2021 01:29:54 PM","COMMITTED","1101 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.15","THEFT OF A FIREARM","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17760","30.44381","POINT (-91.1776 30.44381)"
"21-052721","B27EE0F7-04EE-4BEF-B8FB-34638D620903","06/01/2021 09:17:57 AM","06/04/2021 12:38:57 PM","06/04/2021 01:35:24 PM","COMMITTED","1205 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17728","30.45282","POINT (-91.177281 30.452818)"
"21-052697","6DFCDF22-3F5E-466F-9ABE-B355080098D3","06/01/2021 08:04:41 AM","06/04/2021 12:13:48 PM","06/04/2021 12:43:15 PM","COMMITTED","1205 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17728","30.45282","POINT (-91.177281 30.452818)"
"21-052697","D7D108C0-3133-43F7-B358-42460AE7AC70","06/01/2021 08:04:41 AM","06/04/2021 12:13:48 PM","06/04/2021 12:43:15 PM","COMMITTED","1205 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17728","30.45282","POINT (-91.177281 30.452818)"
"21-052351","C0C661EC-6820-43E0-AA38-2797EC8915A2","05/31/2021 10:40:20 AM","06/04/2021 11:24:31 AM","06/04/2021 01:39:30 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:35.3(L)","DOMESTIC ABUSE BATTERY - STRANGULATION","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-053841","D327B3AF-1270-4FDD-9F0A-22F22FFB3509","06/04/2021 11:20:30 AM","06/04/2021 11:20:00 AM","06/25/2021 11:11:32 AM","COMMITTED","1042 LOUISIANA AVE",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17841","30.44503","POINT (-91.178413 30.445025)"
"21-053370","A0C81A5C-36B1-4F4D-B8D9-A4A3E1E05A1A","06/02/2021 10:15:36 PM","06/02/2021 11:42:06 PM","06/05/2021 01:01:31 AM","COMMITTED","1337 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:64","ARMED ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17554","30.45091","POINT (-91.175536 30.450911)"
"21-053040","9647706A-22D3-4359-9FC5-5343E1067ABB","06/02/2021 12:17:28 AM","06/02/2021 01:36:50 AM","06/02/2021 02:06:46 AM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-053040","8DEEA4F6-8DF4-4597-B3F4-AE37A84FDDFF","06/02/2021 12:17:28 AM","06/02/2021 01:36:50 AM","06/02/2021 02:06:46 AM","COMMITTED","700 N 17TH ST","50","BATON ROUGE","LA","70802","1","1A","1A2","14:62.3","UNAUTHORIZED ENTRY OF AN INHAB.DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-053040","3B941B91-E04E-49DE-BE27-BD533CBC65AE","06/02/2021 12:17:28 AM","06/02/2021 01:36:50 AM","06/02/2021 02:06:46 AM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-052989","82120675-3299-40E8-A24D-AF2CB0B52AA7","06/01/2021 08:50:36 PM","06/01/2021 09:18:57 PM","06/02/2021 08:47:45 AM","COMMITTED","999 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.18020","30.45272","POINT (-91.180203 30.452716)"
"21-052016","E0FAEA63-3803-47FB-934E-EDE43FB75778","05/30/2021 10:18:49 AM","06/01/2021 05:08:44 PM","06/02/2021 06:46:38 AM","COMMITTED","406 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.16705","30.44472","POINT (-91.167047 30.444721)"
"21-052016","B0CFDDC6-744F-4878-B1C8-DC4719A43F1C","05/30/2021 10:18:49 AM","06/01/2021 05:08:44 PM","06/02/2021 06:46:38 AM","COMMITTED","406 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.16705","30.44472","POINT (-91.167047 30.444721)"
"21-052830","7549D0F0-23A4-46C6-BCCC-9147EE006731","06/01/2021 02:08:00 PM","06/01/2021 02:52:19 PM","06/01/2021 05:44:08 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:64.3","ARMED ROBBERY; USE OF A FIREARM","FIREARM","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-052812","FE512FFD-05B4-4D86-B76D-3F69BD931517","06/01/2021 01:00:00 PM","06/01/2021 01:15:00 PM","06/02/2021 11:47:36 AM","COMMITTED","FLORIDA ST / N 15TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:64","ARMED ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17397","30.44974","POINT (-91.173965 30.449736)"
"21-051978","A3188F05-4DBD-47C5-88BD-253A775860CA","05/30/2021 08:08:46 AM","05/30/2021 08:50:05 AM","06/11/2021 12:37:51 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:1019","POSSESSION DRUG PARAPHERNELIA","NARCOTICS",,,,,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-051978","D972C165-227F-4E7D-A06C-6BF8517C8B67","05/30/2021 08:08:46 AM","05/30/2021 08:50:05 AM","06/11/2021 12:37:51 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:63.3","ENTRY OR REMAINING AFTER BEING FORBIDDEN","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-051702","BBC2FF09-3143-4A38-82DF-8157ECA7525E","05/29/2021 12:41:02 PM","05/29/2021 12:59:22 PM","05/30/2021 10:41:01 AM","COMMITTED","1223 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.17702","30.44880","POINT (-91.177018 30.448802)"
"21-051678","87758217-2B50-4DC6-B2F4-54D699BD0C5E","05/29/2021 11:20:21 AM","05/29/2021 12:45:42 PM","05/30/2021 05:44:15 AM","COMMITTED","814 S 16TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.17226","30.44045","POINT (-91.172258 30.440454)"
"21-051106","74B147B0-5A6C-4B11-9E80-864CA0BC8B5E","05/27/2021 08:02:37 PM","05/28/2021 07:16:31 PM","04/14/2023 09:48:52 AM","COMMITTED","1844 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17003","30.45393","POINT (-91.170025 30.453925)"
"21-051106","4760A7D0-897A-402C-A1AE-2EDEAB72503B","05/27/2021 08:02:37 PM","05/28/2021 07:16:31 PM","04/14/2023 09:48:52 AM","COMMITTED","1844 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17003","30.45393","POINT (-91.170025 30.453925)"
